transaction_id,transaction_amount,transaction_type,timestamp,year,month,day,hour,day_of_week,is_weekend
TXN000317,178.83,WITHDRAWAL,2023-12-29 20:29:43,2023,12,29,20,4,0
TXN000318,20.0,WITHDRAWAL,2023-01-09 13:24:41,2023,1,9,13,0,0
TXN000319,109.41,PAYMENT,2023-12-19 22:54:38,2023,12,19,22,1,0
TXN000320,682.04,TRANSFER,2023-08-31 09:40:03,2023,8,31,9,3,0
TXN000321,367.09,WITHDRAWAL,2023-10-24 21:01:51,2023,10,24,21,1,0
TXN000322,526.29,PAYMENT,2023-01-27 21:14:43,2023,1,27,21,4,0
TXN000323,1978.23,DEPOSIT,2023-08-14 11:25:16,2023,8,14,11,0,0
TXN000324,328.27,WITHDRAWAL,2023-11-10 17:10:14,2023,11,10,17,4,0
TXN000325,2605.3,DEPOSIT,2023-09-02 19:07:55,2023,9,2,19,5,1
TXN000326,812.77,PAYMENT,2023-03-30 16:44:09,2023,3,30,16,3,0
TXN000327,455.92,TRANSFER,2023-06-25 19:53:21,2023,6,25,19,6,1
TXN000328,308.46,WITHDRAWAL,2023-04-26 10:50:08,2023,4,26,10,2,0
TXN000329,5000.0,DEPOSIT,2023-09-08 11:32:35,2023,9,8,11,4,0
TXN000330,928.78,TRANSFER,2023-10-21 19:46:37,2023,10,21,19,5,1
TXN000331,414.44,WITHDRAWAL,2023-03-16 10:34:30,2023,3,16,10,3,0
TXN000332,1214.5,DEPOSIT,2023-02-10 12:36:38,2023,2,10,12,4,0
TXN000333,3747.64,DEPOSIT,2023-12-09 19:20:04,2023,12,9,19,5,1
TXN000334,744.67,PAYMENT,2023-06-19 17:11:58,2023,6,19,17,0,0
TXN000335,96.49,PAYMENT,2023-03-22 14:48:54,2023,3,22,14,2,0
TXN000336,293.72,WITHDRAWAL,2023-09-01 17:23:00,2023,9,1,17,4,0
TXN000337,1986.79,DEPOSIT,2023-05-28 11:41:36,2023,5,28,11,6,1
TXN000338,360.27,WITHDRAWAL,2023-07-23 18:02:10,2023,7,23,18,6,1
TXN000339,547.41,PAYMENT,2023-05-29 01:21:50,2023,5,29,1,0,0
TXN000340,1000.0,PAYMENT,2023-10-18 21:56:47,2023,10,18,21,2,0
TXN000341,5000.0,DEPOSIT,2023-06-21 10:21:38,2023,6,21,10,2,0
TXN000342,1079.72,TRANSFER,2023-03-10 18:21:28,2023,3,10,18,4,0
TXN000343,564.75,PAYMENT,2023-11-24 14:45:48,2023,11,24,14,4,0
TXN000344,218.99,PAYMENT,2023-09-21 11:56:22,2023,9,21,11,3,0
TXN000345,282.07,WITHDRAWAL,2023-03-13 17:23:00,2023,3,13,17,0,0
TXN000346,729.47,TRANSFER,2023-05-01 16:15:54,2023,5,1,16,0,0
TXN000347,1000.0,PAYMENT,2023-07-04 08:36:12,2023,7,4,8,1,0
TXN000348,322.87,WITHDRAWAL,2023-03-02 16:56:40,2023,3,2,16,3,0
TXN000349,4083.05,DEPOSIT,2023-12-27 11:19:20,2023,12,27,11,2,0
TXN000350,1087.42,DEPOSIT,2023-11-24 10:44:31,2023,11,24,10,4,0
TXN000351,362.27,WITHDRAWAL,2023-11-07 13:36:11,2023,11,7,13,1,0
TXN000352,105.18,TRANSFER,2023-10-09 17:08:32,2023,10,9,17,0,0
TXN000353,412.42,WITHDRAWAL,2023-12-27 13:10:19,2023,12,27,13,2,0
TXN000354,298.9,PAYMENT,2023-10-16 04:05:07,2023,10,16,4,0,0
TXN000355,704.48,DEPOSIT,2023-10-08 18:24:15,2023,10,8,18,6,1
TXN000356,1538.51,DEPOSIT,2023-10-02 05:27:21,2023,10,2,5,0,0
TXN000357,702.6,PAYMENT,2023-09-24 16:05:12,2023,9,24,16,6,1
TXN000358,241.13,WITHDRAWAL,2023-09-19 16:13:10,2023,9,19,16,1,0
TXN000359,249.47,PAYMENT,2023-08-22 20:31:52,2023,8,22,20,1,0
TXN000360,316.44,REFUND,2023-08-25 11:13:12,2023,8,25,11,4,0
TXN000361,914.62,DEPOSIT,2023-04-22 21:03:20,2023,4,22,21,5,1
TXN000362,232.14,REFUND,2023-02-05 17:11:15,2023,2,5,17,6,1
TXN000363,333.96,PAYMENT,2023-07-11 13:55:32,2023,7,11,13,1,0
TXN000364,539.64,PAYMENT,2023-07-13 13:40:36,2023,7,13,13,3,0
TXN000365,1581.18,DEPOSIT,2023-12-05 19:38:07,2023,12,5,19,1,0
TXN000366,1962.22,DEPOSIT,2023-10-03 14:18:38,2023,10,3,14,1,0
TXN000367,5000.0,DEPOSIT,2023-06-02 16:51:26,2023,6,2,16,4,0
TXN000368,714.88,DEPOSIT,2023-10-06 15:26:31,2023,10,6,15,4,0
TXN000369,847.91,PAYMENT,2023-04-28 09:00:41,2023,4,28,9,4,0
TXN000370,59.12,WITHDRAWAL,2023-03-21 10:02:09,2023,3,21,10,1,0
TXN000371,118.7,WITHDRAWAL,2023-02-21 21:37:29,2023,2,21,21,1,0
TXN000372,2040.12,DEPOSIT,2023-01-23 14:38:45,2023,1,23,14,0,0
TXN000373,597.25,TRANSFER,2023-12-11 11:40:30,2023,12,11,11,0,0
TXN000374,323.33,WITHDRAWAL,2023-03-15 18:58:41,2023,3,15,18,2,0
TXN000375,412.48,PAYMENT,2023-06-03 10:01:04,2023,6,3,10,5,1
TXN000376,1639.47,DEPOSIT,2023-08-07 20:14:16,2023,8,7,20,0,0
TXN000377,480.31,PAYMENT,2023-09-26 11:36:17,2023,9,26,11,1,0
TXN000378,1775.41,DEPOSIT,2023-04-05 19:35:07,2023,4,5,19,2,0
TXN000379,1875.81,DEPOSIT,2023-04-26 10:56:58,2023,4,26,10,2,0
TXN000380,1561.69,DEPOSIT,2023-03-15 16:51:29,2023,3,15,16,2,0
TXN000381,415.27,PAYMENT,2023-10-13 19:17:47,2023,10,13,19,4,0
TXN000382,1442.93,DEPOSIT,2023-05-05 09:17:02,2023,5,5,9,4,0
TXN000383,560.87,PAYMENT,2023-10-28 20:20:49,2023,10,28,20,5,1
TXN000384,290.33,WITHDRAWAL,2023-04-17 12:07:22,2023,4,17,12,0,0
TXN000385,339.01,PAYMENT,2023-03-02 17:26:13,2023,3,2,17,3,0
TXN000386,318.1,TRANSFER,2023-05-25 13:51:34,2023,5,25,13,3,0
TXN000387,455.77,DEPOSIT,2023-11-29 13:04:48,2023,11,29,13,2,0
TXN000388,2000.0,TRANSFER,2023-08-29 11:39:33,2023,8,29,11,1,0
TXN000389,249.4,TRANSFER,2023-01-09 09:29:40,2023,1,9,9,0,0
TXN000390,162.04,WITHDRAWAL,2023-04-28 13:49:46,2023,4,28,13,4,0
TXN000391,690.64,PAYMENT,2023-12-17 12:17:25,2023,12,17,12,6,1
TXN000392,90.44,WITHDRAWAL,2023-06-30 06:09:45,2023,6,30,6,4,0
TXN000393,66.32,PAYMENT,2023-10-07 17:46:44,2023,10,7,17,5,1
TXN000394,435.42,TRANSFER,2023-12-04 17:45:44,2023,12,4,17,0,0
TXN000395,744.24,PAYMENT,2023-10-02 10:26:16,2023,10,2,10,0,0
TXN000396,494.8,PAYMENT,2023-11-14 19:10:03,2023,11,14,19,1,0
TXN000397,500.0,WITHDRAWAL,2023-02-10 13:34:56,2023,2,10,13,4,0
TXN000398,340.67,WITHDRAWAL,2023-08-24 20:34:15,2023,8,24,20,3,0
TXN000399,618.34,DEPOSIT,2023-11-29 01:09:12,2023,11,29,1,2,0
TXN000400,272.1,WITHDRAWAL,2023-07-14 13:43:56,2023,7,14,13,4,0
TXN000401,470.66,DEPOSIT,2023-01-29 23:10:59,2023,1,29,23,6,1
TXN000402,639.78,PAYMENT,2023-12-21 20:38:09,2023,12,21,20,3,0
TXN000403,385.8,PAYMENT,2023-10-18 14:10:07,2023,10,18,14,2,0
TXN000404,2642.16,DEPOSIT,2023-10-04 12:04:40,2023,10,4,12,2,0
TXN000405,5000.0,DEPOSIT,2023-06-27 01:57:18,2023,6,27,1,1,0
TXN000406,893.16,PAYMENT,2023-08-19 17:51:44,2023,8,19,17,5,1
TXN000407,1527.4,DEPOSIT,2023-10-11 13:40:07,2023,10,11,13,2,0
TXN000408,356.79,WITHDRAWAL,2023-05-07 02:40:34,2023,5,7,2,6,1
TXN000409,415.93,PAYMENT,2023-03-20 13:50:07,2023,3,20,13,0,0
TXN000410,551.89,PAYMENT,2023-06-12 13:07:57,2023,6,12,13,0,0
TXN000411,512.14,DEPOSIT,2023-01-03 11:13:25,2023,1,3,11,1,0
TXN000412,164.19,WITHDRAWAL,2023-05-19 03:43:19,2023,5,19,3,4,0
TXN000413,645.27,PAYMENT,2023-04-06 15:41:29,2023,4,6,15,3,0
TXN000414,66.3,PAYMENT,2023-10-12 18:39:26,2023,10,12,18,3,0
TXN000415,526.21,PAYMENT,2023-06-16 14:01:33,2023,6,16,14,4,0
TXN000416,2000.26,DEPOSIT,2023-07-31 14:07:09,2023,7,31,14,0,0
TXN000417,2818.2,DEPOSIT,2023-03-28 13:51:43,2023,3,28,13,1,0
TXN000418,514.12,DEPOSIT,2023-05-18 10:57:49,2023,5,18,10,3,0
TXN000419,82.22,PAYMENT,2023-05-22 15:19:54,2023,5,22,15,0,0
TXN000420,748.05,PAYMENT,2023-02-09 13:08:53,2023,2,9,13,3,0
TXN000421,2001.55,DEPOSIT,2023-03-11 11:05:32,2023,3,11,11,5,1
TXN000422,419.21,PAYMENT,2023-07-14 11:59:53,2023,7,14,11,4,0
TXN000423,114.96,PAYMENT,2023-03-11 10:56:18,2023,3,11,10,5,1
TXN000424,488.79,TRANSFER,2023-05-24 14:18:22,2023,5,24,14,2,0
TXN000425,231.91,PAYMENT,2023-07-29 18:10:44,2023,7,29,18,5,1
TXN000426,733.71,PAYMENT,2023-03-20 15:24:20,2023,3,20,15,0,0
TXN000427,101.68,WITHDRAWAL,2023-02-07 16:21:00,2023,2,7,16,1,0
TXN000428,446.22,PAYMENT,2023-12-03 12:55:31,2023,12,3,12,6,1
TXN000429,1294.14,TRANSFER,2023-06-19 15:40:20,2023,6,19,15,0,0
TXN000430,656.39,PAYMENT,2023-02-20 09:25:13,2023,2,20,9,0,0
TXN000431,389.63,PAYMENT,2023-07-20 16:51:34,2023,7,20,16,3,0
TXN000432,659.94,PAYMENT,2023-10-29 18:13:17,2023,10,29,18,6,1
TXN000433,3336.21,DEPOSIT,2023-01-13 17:34:37,2023,1,13,17,4,0
TXN000434,1929.24,DEPOSIT,2023-08-01 03:07:33,2023,8,1,3,1,0
TXN000435,613.6,PAYMENT,2023-03-14 12:40:56,2023,3,14,12,1,0
TXN000436,226.11,REFUND,2023-06-28 17:20:11,2023,6,28,17,2,0
TXN000437,1661.53,TRANSFER,2023-12-23 16:28:23,2023,12,23,16,5,1
TXN000438,631.38,TRANSFER,2023-08-07 16:49:22,2023,8,7,16,0,0
TXN000439,91.38,WITHDRAWAL,2023-04-11 16:39:32,2023,4,11,16,1,0
TXN000440,2587.97,DEPOSIT,2023-11-24 11:24:38,2023,11,24,11,4,0
TXN000441,752.81,DEPOSIT,2023-11-09 14:17:31,2023,11,9,14,3,0
TXN000442,820.38,PAYMENT,2023-06-28 12:48:55,2023,6,28,12,2,0
TXN000443,2411.15,DEPOSIT,2023-12-28 10:49:46,2023,12,28,10,3,0
TXN000444,22.49,PAYMENT,2023-03-14 18:35:54,2023,3,14,18,1,0
TXN000445,364.13,WITHDRAWAL,2023-03-30 20:12:13,2023,3,30,20,3,0
TXN000446,572.9,PAYMENT,2023-08-19 22:33:07,2023,8,19,22,5,1
TXN000447,3067.2,DEPOSIT,2023-04-10 13:58:44,2023,4,10,13,0,0
TXN000448,514.2,PAYMENT,2023-08-16 17:47:34,2023,8,16,17,2,0
TXN000449,403.87,REFUND,2023-04-23 10:38:04,2023,4,23,10,6,1
TXN000450,177.99,WITHDRAWAL,2023-04-26 19:34:25,2023,4,26,19,2,0
TXN000451,731.31,PAYMENT,2023-10-06 13:21:25,2023,10,6,13,4,0
TXN000452,291.34,REFUND,2023-12-01 09:00:44,2023,12,1,9,4,0
TXN000453,84.15,PAYMENT,2023-01-17 16:22:27,2023,1,17,16,1,0
TXN000454,65.05,PAYMENT,2023-02-14 15:59:09,2023,2,14,15,1,0
TXN000455,1363.1,DEPOSIT,2023-03-28 11:47:01,2023,3,28,11,1,0
TXN000456,163.43,WITHDRAWAL,2023-05-30 10:32:03,2023,5,30,10,1,0
TXN000457,27.96,WITHDRAWAL,2023-09-21 03:28:01,2023,9,21,3,3,0
TXN000458,202.16,PAYMENT,2023-03-09 09:05:25,2023,3,9,9,3,0
TXN000459,1518.11,DEPOSIT,2023-06-14 09:00:47,2023,6,14,9,2,0
TXN000460,347.85,TRANSFER,2023-12-13 14:17:52,2023,12,13,14,2,0
TXN000461,2000.0,TRANSFER,2023-08-01 13:39:34,2023,8,1,13,1,0
TXN000462,1019.11,DEPOSIT,2023-05-23 13:26:14,2023,5,23,13,1,0
TXN000463,396.93,REFUND,2023-09-07 11:54:58,2023,9,7,11,3,0
TXN000464,905.75,PAYMENT,2023-02-17 16:41:29,2023,2,17,16,4,0
TXN000465,1145.7,DEPOSIT,2023-10-01 14:28:49,2023,10,1,14,6,1
TXN000466,1073.48,DEPOSIT,2023-06-15 10:19:31,2023,6,15,10,3,0
TXN000467,379.13,PAYMENT,2023-09-06 12:30:54,2023,9,6,12,2,0
TXN000468,231.7,REFUND,2023-01-25 01:40:21,2023,1,25,1,2,0
TXN000469,499.46,TRANSFER,2023-08-24 00:35:34,2023,8,24,0,3,0
TXN000470,210.57,PAYMENT,2023-03-22 16:04:00,2023,3,22,16,2,0
TXN000471,587.98,PAYMENT,2023-11-29 06:01:35,2023,11,29,6,2,0
TXN000472,1282.49,DEPOSIT,2023-11-17 11:07:23,2023,11,17,11,4,0
TXN000473,5000.0,DEPOSIT,2023-12-27 03:27:55,2023,12,27,3,2,0
TXN000474,735.79,PAYMENT,2023-03-03 15:22:33,2023,3,3,15,4,0
TXN000475,1296.95,DEPOSIT,2023-02-15 03:43:45,2023,2,15,3,2,0
TXN000476,2765.13,DEPOSIT,2023-07-08 10:53:43,2023,7,8,10,5,1
TXN000477,1040.07,TRANSFER,2023-08-14 12:47:10,2023,8,14,12,0,0
TXN000478,772.05,PAYMENT,2023-02-14 03:39:28,2023,2,14,3,1,0
TXN000479,427.93,DEPOSIT,2023-06-29 15:38:00,2023,6,29,15,3,0
TXN000480,109.12,WITHDRAWAL,2023-03-13 09:01:17,2023,3,13,9,0,0
TXN000481,293.32,PAYMENT,2023-02-13 09:02:07,2023,2,13,9,0,0
TXN000482,1721.89,DEPOSIT,2023-12-04 10:58:57,2023,12,4,10,0,0
TXN000483,363.35,PAYMENT,2023-11-07 18:33:04,2023,11,7,18,1,0
TXN000484,286.03,PAYMENT,2023-07-20 10:45:37,2023,7,20,10,3,0
TXN000485,1941.74,TRANSFER,2023-05-03 18:01:05,2023,5,3,18,2,0
TXN000486,220.96,PAYMENT,2023-03-09 14:05:03,2023,3,9,14,3,0
TXN000487,288.8,WITHDRAWAL,2023-10-19 15:19:23,2023,10,19,15,3,0
TXN000488,578.51,PAYMENT,2023-01-31 14:29:23,2023,1,31,14,1,0
TXN000489,931.44,TRANSFER,2023-08-05 14:38:47,2023,8,5,14,5,1
TXN000490,1193.02,TRANSFER,2023-03-21 19:31:45,2023,3,21,19,1,0
TXN000491,753.37,PAYMENT,2023-11-29 23:24:59,2023,11,29,23,2,0
TXN000492,883.51,PAYMENT,2023-01-16 12:11:50,2023,1,16,12,0,0
TXN000493,1288.9,DEPOSIT,2023-05-20 19:04:22,2023,5,20,19,5,1
TXN000494,295.15,PAYMENT,2023-09-12 16:34:23,2023,9,12,16,1,0
TXN000495,2422.13,DEPOSIT,2023-03-27 13:23:13,2023,3,27,13,0,0
TXN000496,602.1,PAYMENT,2023-01-07 08:54:13,2023,1,7,8,5,1
TXN000497,3334.25,DEPOSIT,2023-07-06 13:56:37,2023,7,6,13,3,0
TXN000498,68.19,REFUND,2023-12-02 15:16:07,2023,12,2,15,5,1
TXN000499,689.88,PAYMENT,2023-05-08 15:09:19,2023,5,8,15,0,0
TXN000500,166.63,PAYMENT,2023-06-13 09:52:34,2023,6,13,9,1,0
TXN000501,568.81,PAYMENT,2023-10-20 13:34:24,2023,10,20,13,4,0
TXN000502,402.66,PAYMENT,2023-06-09 11:54:59,2023,6,9,11,4,0
TXN000503,402.11,REFUND,2023-10-30 17:57:45,2023,10,30,17,0,0
TXN000504,212.52,TRANSFER,2023-05-06 05:28:55,2023,5,6,5,5,1
TXN000505,1994.68,DEPOSIT,2023-01-05 12:11:51,2023,1,5,12,3,0
TXN000506,2403.33,DEPOSIT,2023-05-02 15:17:06,2023,5,2,15,1,0
TXN000507,216.45,WITHDRAWAL,2023-07-10 16:41:31,2023,7,10,16,0,0
TXN000508,545.94,PAYMENT,2023-02-13 21:08:42,2023,2,13,21,0,0
TXN000509,202.38,WITHDRAWAL,2023-07-21 11:52:42,2023,7,21,11,4,0
TXN000510,745.82,TRANSFER,2023-05-20 08:30:19,2023,5,20,8,5,1
TXN000511,297.93,REFUND,2023-10-27 03:58:03,2023,10,27,3,4,0
TXN000512,1138.15,DEPOSIT,2023-04-17 16:27:13,2023,4,17,16,0,0
TXN000513,1560.83,DEPOSIT,2023-05-16 04:21:57,2023,5,16,4,1,0
TXN000514,5.0,PAYMENT,2023-12-18 11:04:34,2023,12,18,11,0,0
TXN000515,79.38,PAYMENT,2023-12-23 21:57:56,2023,12,23,21,5,1
TXN000516,202.2,REFUND,2023-06-17 05:24:01,2023,6,17,5,5,1
TXN000517,112.42,WITHDRAWAL,2023-05-08 12:57:07,2023,5,8,12,0,0
TXN000518,458.29,PAYMENT,2023-01-26 10:52:49,2023,1,26,10,3,0
TXN000519,781.56,PAYMENT,2023-03-13 04:25:19,2023,3,13,4,0,0
TXN000520,417.27,WITHDRAWAL,2023-07-25 13:33:10,2023,7,25,13,1,0
TXN000521,224.98,REFUND,2023-05-13 02:43:48,2023,5,13,2,5,1
TXN000522,268.99,TRANSFER,2023-08-16 04:41:20,2023,8,16,4,2,0
TXN000523,112.73,WITHDRAWAL,2023-06-19 04:27:39,2023,6,19,4,0,0
TXN000524,459.22,WITHDRAWAL,2023-07-22 18:03:48,2023,7,22,18,5,1
TXN000525,363.61,REFUND,2023-12-16 15:32:03,2023,12,16,15,5,1
TXN000526,1469.31,DEPOSIT,2023-08-17 05:24:41,2023,8,17,5,3,0
TXN000527,1839.35,DEPOSIT,2023-06-01 18:09:50,2023,6,1,18,3,0
TXN000528,232.47,WITHDRAWAL,2023-10-09 17:26:27,2023,10,9,17,0,0
TXN000529,1008.93,TRANSFER,2023-05-24 13:56:42,2023,5,24,13,2,0
TXN000530,1693.68,DEPOSIT,2023-09-27 09:04:16,2023,9,27,9,2,0
TXN000531,1186.08,TRANSFER,2023-07-03 17:27:53,2023,7,3,17,0,0
TXN000532,1200.23,TRANSFER,2023-09-06 12:31:33,2023,9,6,12,2,0
TXN000533,267.59,PAYMENT,2023-09-15 11:42:33,2023,9,15,11,4,0
TXN000534,2244.86,DEPOSIT,2023-08-30 19:16:33,2023,8,30,19,2,0
TXN000535,1829.14,TRANSFER,2023-02-21 09:01:27,2023,2,21,9,1,0
TXN000536,624.74,PAYMENT,2023-07-18 12:55:04,2023,7,18,12,1,0
TXN000537,2339.71,DEPOSIT,2023-06-12 13:03:46,2023,6,12,13,0,0
TXN000538,169.11,WITHDRAWAL,2023-04-07 17:55:17,2023,4,7,17,4,0
TXN000539,958.28,DEPOSIT,2023-03-31 17:51:22,2023,3,31,17,4,0
TXN000540,498.95,PAYMENT,2023-01-11 19:10:02,2023,1,11,19,2,0
TXN000541,183.85,WITHDRAWAL,2023-03-08 12:24:23,2023,3,8,12,2,0
TXN000542,750.19,PAYMENT,2023-06-15 02:10:06,2023,6,15,2,3,0
TXN000543,1509.26,DEPOSIT,2023-09-27 13:17:06,2023,9,27,13,2,0
TXN000544,331.32,PAYMENT,2023-07-11 14:24:11,2023,7,11,14,1,0
TXN000545,757.1,PAYMENT,2023-06-22 10:59:12,2023,6,22,10,3,0
TXN000546,280.71,TRANSFER,2023-03-22 15:54:21,2023,3,22,15,2,0
TXN000547,496.49,PAYMENT,2023-11-11 12:59:29,2023,11,11,12,5,1
TXN000548,1097.73,DEPOSIT,2023-12-19 10:43:22,2023,12,19,10,1,0
TXN000549,5000.0,DEPOSIT,2023-01-01 20:51:22,2023,1,1,20,6,1
TXN000550,496.88,PAYMENT,2023-03-14 12:03:26,2023,3,14,12,1,0
TXN000551,284.52,PAYMENT,2023-05-02 12:37:37,2023,5,2,12,1,0
TXN000552,264.52,WITHDRAWAL,2023-06-21 16:15:40,2023,6,21,16,2,0
TXN000553,1502.06,DEPOSIT,2023-04-18 09:05:07,2023,4,18,9,1,0
TXN000554,965.17,DEPOSIT,2023-06-29 09:20:40,2023,6,29,9,3,0
TXN000555,748.48,PAYMENT,2023-09-10 13:47:18,2023,9,10,13,6,1
TXN000556,2853.92,DEPOSIT,2023-01-18 10:44:14,2023,1,18,10,2,0
TXN000557,2160.75,DEPOSIT,2023-05-14 03:48:46,2023,5,14,3,6,1
TXN000558,303.86,PAYMENT,2023-03-29 13:40:12,2023,3,29,13,2,0
TXN000559,5000.0,DEPOSIT,2023-02-17 12:18:15,2023,2,17,12,4,0
TXN000560,896.57,TRANSFER,2023-08-09 23:47:53,2023,8,9,23,2,0
TXN000561,358.36,PAYMENT,2023-08-11 05:43:11,2023,8,11,5,4,0
TXN000562,1609.13,TRANSFER,2023-10-04 09:39:28,2023,10,4,9,2,0
TXN000563,1899.66,DEPOSIT,2023-06-02 08:38:55,2023,6,2,8,4,0
TXN000564,1439.94,TRANSFER,2023-09-09 05:35:31,2023,9,9,5,5,1
TXN000565,602.33,PAYMENT,2023-01-02 15:34:07,2023,1,2,15,0,0
TXN000566,1000.0,PAYMENT,2023-04-13 03:31:52,2023,4,13,3,3,0
TXN000567,759.41,DEPOSIT,2023-06-07 14:28:16,2023,6,7,14,2,0
TXN000568,370.84,PAYMENT,2023-12-05 09:38:54,2023,12,5,9,1,0
TXN000569,1000.0,PAYMENT,2023-10-06 14:06:33,2023,10,6,14,4,0
TXN000570,478.46,PAYMENT,2023-07-15 13:26:58,2023,7,15,13,5,1
TXN000571,703.13,DEPOSIT,2023-01-23 09:35:10,2023,1,23,9,0,0
TXN000572,642.86,PAYMENT,2023-10-16 02:14:39,2023,10,16,2,0,0
TXN000573,4149.07,DEPOSIT,2023-12-23 03:31:15,2023,12,23,3,5,1
TXN000574,474.96,PAYMENT,2023-06-26 19:42:48,2023,6,26,19,0,0
TXN000575,38.75,PAYMENT,2023-07-18 19:01:35,2023,7,18,19,1,0
TXN000576,151.81,WITHDRAWAL,2023-10-02 17:17:16,2023,10,2,17,0,0
TXN000577,59.23,REFUND,2023-05-01 17:20:24,2023,5,1,17,0,0
TXN000578,1000.0,PAYMENT,2023-11-14 05:22:06,2023,11,14,5,1,0
TXN000579,96.3,PAYMENT,2023-12-16 15:51:07,2023,12,16,15,5,1
TXN000580,360.02,PAYMENT,2023-07-23 20:05:58,2023,7,23,20,6,1
TXN000581,1031.25,TRANSFER,2023-05-22 18:55:16,2023,5,22,18,0,0
TXN000582,190.62,PAYMENT,2023-02-21 10:24:58,2023,2,21,10,1,0
TXN000583,602.4,PAYMENT,2023-06-26 14:57:36,2023,6,26,14,0,0
TXN000584,389.07,TRANSFER,2023-12-15 14:37:34,2023,12,15,14,4,0
TXN000585,2245.86,DEPOSIT,2023-06-19 08:38:59,2023,6,19,8,0,0
TXN000586,429.99,PAYMENT,2023-09-01 09:46:43,2023,9,1,9,4,0
TXN000587,1529.07,DEPOSIT,2023-01-11 12:18:04,2023,1,11,12,2,0
TXN000588,766.77,PAYMENT,2023-06-05 11:19:16,2023,6,5,11,0,0
TXN000589,121.33,WITHDRAWAL,2023-08-15 11:40:56,2023,8,15,11,1,0
TXN000590,298.31,WITHDRAWAL,2023-04-07 16:04:56,2023,4,7,16,4,0
TXN000591,352.4,REFUND,2023-07-28 17:38:19,2023,7,28,17,4,0
TXN000592,110.51,WITHDRAWAL,2023-09-17 14:41:12,2023,9,17,14,6,1
TXN000593,115.47,PAYMENT,2023-09-26 20:42:17,2023,9,26,20,1,0
TXN000594,1393.93,DEPOSIT,2023-08-26 18:23:27,2023,8,26,18,5,1
TXN000595,324.3,DEPOSIT,2023-09-08 21:37:42,2023,9,8,21,4,0
TXN000596,825.16,TRANSFER,2023-07-17 01:48:27,2023,7,17,1,0,0
TXN000597,337.87,WITHDRAWAL,2023-07-12 12:41:46,2023,7,12,12,2,0
TXN000598,156.24,PAYMENT,2023-04-22 16:59:31,2023,4,22,16,5,1
TXN000599,3413.4,DEPOSIT,2023-12-06 13:37:31,2023,12,6,13,2,0
TXN000600,806.6,PAYMENT,2023-06-22 10:03:59,2023,6,22,10,3,0
TXN000601,899.97,TRANSFER,2023-05-22 09:30:29,2023,5,22,9,0,0
TXN000602,1903.08,TRANSFER,2023-11-30 10:52:43,2023,11,30,10,3,0
TXN000603,1334.48,DEPOSIT,2023-09-01 13:03:08,2023,9,1,13,4,0
TXN000604,1115.48,DEPOSIT,2023-04-03 10:41:46,2023,4,3,10,0,0
TXN000605,469.93,PAYMENT,2023-03-07 09:25:02,2023,3,7,9,1,0
TXN000606,294.2,TRANSFER,2023-06-21 23:49:38,2023,6,21,23,2,0
TXN000607,189.35,WITHDRAWAL,2023-06-07 15:18:32,2023,6,7,15,2,0
TXN000608,1746.27,DEPOSIT,2023-06-19 13:31:57,2023,6,19,13,0,0
TXN000609,269.74,REFUND,2023-05-31 16:53:06,2023,5,31,16,2,0
TXN000610,967.07,TRANSFER,2023-02-06 17:11:34,2023,2,6,17,0,0
TXN000611,20.1,PAYMENT,2023-07-15 19:17:26,2023,7,15,19,5,1
TXN000612,1000.0,PAYMENT,2023-04-13 12:28:34,2023,4,13,12,3,0
TXN000613,818.13,DEPOSIT,2023-10-19 16:39:34,2023,10,19,16,3,0
TXN000614,662.76,PAYMENT,2023-03-23 17:49:29,2023,3,23,17,3,0
TXN000615,286.73,REFUND,2023-11-21 15:38:03,2023,11,21,15,1,0
TXN000616,181.91,WITHDRAWAL,2023-09-02 13:57:22,2023,9,2,13,5,1
TXN000617,1043.16,TRANSFER,2023-09-29 06:56:19,2023,9,29,6,4,0
TXN000618,323.28,TRANSFER,2023-04-26 12:32:14,2023,4,26,12,2,0
TXN000619,656.9,TRANSFER,2023-02-22 13:57:52,2023,2,22,13,2,0
TXN000620,1000.0,PAYMENT,2023-06-06 06:04:51,2023,6,6,6,1,0
TXN000621,470.17,TRANSFER,2023-01-24 10:51:25,2023,1,24,10,1,0
TXN000622,710.69,TRANSFER,2023-06-22 15:47:21,2023,6,22,15,3,0
TXN000623,234.68,PAYMENT,2023-03-10 12:28:42,2023,3,10,12,4,0
TXN000624,668.77,PAYMENT,2023-09-08 13:04:47,2023,9,8,13,4,0
TXN000625,167.4,WITHDRAWAL,2023-03-26 14:41:13,2023,3,26,14,6,1
TXN000626,576.29,PAYMENT,2023-01-20 13:39:37,2023,1,20,13,4,0
TXN000627,376.89,REFUND,2023-12-01 00:43:07,2023,12,1,0,4,0
TXN000628,439.72,PAYMENT,2023-03-01 15:10:27,2023,3,1,15,2,0
TXN000629,642.9,PAYMENT,2023-03-05 19:55:33,2023,3,5,19,6,1
TXN000630,302.67,WITHDRAWAL,2023-12-18 22:56:56,2023,12,18,22,0,0
TXN000631,385.63,WITHDRAWAL,2023-03-02 10:17:34,2023,3,2,10,3,0
TXN000632,644.28,PAYMENT,2023-02-24 18:07:19,2023,2,24,18,4,0
TXN000633,823.33,PAYMENT,2023-04-13 09:34:31,2023,4,13,9,3,0
